original_id,conv_id,input_text,intent,entities,action_1,policy_1,bot_text,cv_outputs,Unnamed: 9,x,y,combine_text,kmeans_cluster,gm_cluster,hc_cluster,short_input_texts,short_bot_texts,short_entities
2.1,4,Bn vậy shop ơi,query_knowledge_base,['attribute:price'],action_query_babe_kb,,"Sản phẩm  BẢNG VẼ HOLLA 2 in 1  hiện shop đang có giá: 830,000 VND (giá gốc 1,090,000 VND).
Bạn tham khảo các sản phẩm sau nhé ạ:
<show sp>",,,-9.076988,21.947292,bn vậy shop ơi query knowledge base   attribute price  ,7,4,0,Bn vậy shop ơi,"Sản phẩm  BẢNG VẼ HOLLA 2 in 1  hiện shop đang có -<br> giá: 830,000 VND (giá gốc 1,090,000 VND).
Bạn tham-<br>",['attribute:price']
2.1,4,Có trên shopee k shop,query_knowledge_base,['attribute:link'],action_query_babe_kb,,"Dạ mời bạn tham khảo sản phẩm BẢNG VẼ HOLLA 2 in 1  hiện có tại shop nhé!
<show sp>",,,-18.670902,16.810986,có trên shopee k shop query knowledge base   attribute link  ,1,0,0,Có trên shopee k shop,Dạ mời bạn tham khảo sản phẩm BẢNG VẼ HOLLA 2 in 1-<br>,['attribute:link']
2.2,5,https://scontent.xx.fbcdn.net/v/t1.15752-9/93088148_260667535096586_5162228618784407552_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=x7wswdCvMn8AX8w1Gx1&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6b66cfd67139987f2f1390eeb9aed46d&oe=5EB7E07A,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93088148_260667535096586_5162228618784407552_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=x7wswdCvMn8AX8w1Gx1&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6b66cfd67139987f2f1390eeb9aed46d&oe=5EB7E07A']""]",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,"[{'object_type': 'bang_ve', 'product_id': '2293', 'product_name': 'BẢNG VẼ HOLLA 2 in 1', }]",,21.849522,-29.214544, bang ve send link   url   https   scontent xx fbcdn net v t1 15752 9 93088148 260667535096586 5162228618784407552 n jpg  nc cat 103  nc sid b96e70  nc ohc x7wswdcvmn8ax8w1gx1  nc ad z m  nc cid 0  nc zor 9  nc ht scontent xx oh 6b66cfd67139987f2f1390eeb9aed46d oe 5eb7e07a    ,0,6,1, bang_ve,Bạn đang tìm kiếm thông tin gì ạ?,url
2.2,5,Bn vậy shop ơi,query_knowledge_base,['attribute:price'],action_query_babe_kb,,"Sản phẩm  BẢNG VẼ HOLLA 2 in 1  hiện shop đang có giá: 830,000 VND (giá gốc 1,090,000 VND).
Bạn tham khảo các sản phẩm sau nhé ạ:
<show sp>",,,-9.076735,21.947535,bn vậy shop ơi query knowledge base   attribute price  ,7,4,0,Bn vậy shop ơi,"Sản phẩm  BẢNG VẼ HOLLA 2 in 1  hiện shop đang có -<br> giá: 830,000 VND (giá gốc 1,090,000 VND).
Bạn tham-<br>",['attribute:price']
2.2,5,Bảo hành bao lâu ạ,query_knowledge_base,['attribute:guarantee'],action_query_babe_kb,,"""Dạ BẢNG VẼ HOLLA 2 in 1 bảo hành 12 tháng ạ. {chính sách bảo hành chung}""",,,-2.0938601,-11.756793,bảo hành bao lâu ạ query knowledge base   attribute guarantee  ,2,7,6,Bảo hành bao lâu ạ,"""Dạ BẢNG VẼ HOLLA 2 in 1 bảo hành 12 tháng ạ. {chí-<br>",['attribute:guarantee']
3.0,6,https://scontent.xx.fbcdn.net/v/t1.15752-9/92758628_220638542371993_7339655662080622592_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=SFj_QNZGVnIAX_ptxfv&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=db6c1a23b261d135143caa7ddc90103e&oe=5EB60853,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/92758628_220638542371993_7339655662080622592_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=SFj_QNZGVnIAX_ptxfv&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=db6c1a23b261d135143caa7ddc90103e&oe=5EB60853']""]",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,"[{'object_type': 'bang_ve', 'product_id': '2293', 'product_name': 'BẢNG VẼ HOLLA 2 in 1', }]",,29.898037,-14.265408, bang ve send link   url   https   scontent xx fbcdn net v t1 15752 9 92758628 220638542371993 7339655662080622592 n jpg  nc cat 103  nc sid b96e70  nc ohc sfj qnzgvniax ptxfv  nc ad z m  nc cid 0  nc zor 9  nc ht scontent xx oh db6c1a23b261d135143caa7ddc90103e oe 5eb60853    ,6,1,1, bang_ve,Bạn đang tìm kiếm thông tin gì ạ?,url
3.0,6,Bộ này bn shop,query_knowledge_base,"['mention:bộ này', 'attribute:price']",action_query_babe_kb,,"Sản phẩm  BẢNG VẼ HOLLA 2 in 1  hiện shop đang có giá: 830,000 VND (giá gốc 1,090,000 VND).
Bạn tham khảo các sản phẩm sau nhé ạ:
<show sp>",,,-33.427086,-2.1253414,bộ này bn shop query knowledge base   mention bộ này    attribute price  ,3,5,2,Bộ này bn shop,"Sản phẩm  BẢNG VẼ HOLLA 2 in 1  hiện shop đang có -<br> giá: 830,000 VND (giá gốc 1,090,000 VND).
Bạn tham-<br>","['mention:bộ này', 'attribute:price']"
3.0,6,Sản xuất ở đâu ạ,query_knowledge_base,['attribute:origin'],action_query_babe_kb,,"Dạ BẢNG VẼ HOLLA 2 in 1 có xuất xứ từ Trung Quốc ạ
(xuất xứ trong phần mô tả sp trên Shopee)",,,2.201618,-5.5857067,sản xuất ở đâu ạ query knowledge base   attribute origin  ,5,2,4,Sản xuất ở đâu ạ,Dạ BẢNG VẼ HOLLA 2 in 1 có xuất xứ từ Trung Quốc ạ-<br>,['attribute:origin']
4.0,7,https://scontent.xx.fbcdn.net/v/t1.15752-9/92812185_1223309388006647_5070003679390597120_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_oc=AQmYZbuIaGFzKqFSSGeVZqs-Bkq4ODR2LY2ON0_mUykpAz_1tUqt1pKa3RZClcUSF3KFtyyW1LGSfsFG-shSXEJz&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=5e9f9b680aa5c98417da25593daab682&oe=5EB812A1,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/92812185_1223309388006647_5070003679390597120_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_oc=AQmYZbuIaGFzKqFSSGeVZqs-Bkq4ODR2LY2ON0_mUykpAz_1tUqt1pKa3RZClcUSF3KFtyyW1LGSfsFG-shSXEJz&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=5e9f9b680aa5c98417da25593daab682&oe=5EB812A1']""]",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,"[{'object_type': 'bang_ve', 'product_id': '2293', 'product_name': 'BẢNG VẼ HOLLA 2 in 1', }]",,33.17223,-8.675613, bang ve send link   url   https   scontent xx fbcdn net v t1 15752 9 92812185 1223309388006647 5070003679390597120 n jpg  nc cat 102  nc sid b96e70  nc oc aqmyzbuiagfzkqfssgevzqs bkq4odr2ly2on0 muykpaz 1tuqt1pka3rzclcusf3kftyyw1lgsfsfg shsxejz  nc ad z m  nc cid 0  nc zor 9  nc ht scontent xx oh 5e9f9b680aa5c98417da25593daab682 oe 5eb812a1    ,6,1,5, bang_ve,Bạn đang tìm kiếm thông tin gì ạ?,url
4.0,7,Cho t xin giá nhé,query_knowledge_base,['attribute:price'],action_query_babe_kb,,"Sản phẩm  BẢNG VẼ HOLLA 2 in 1  hiện shop đang có giá: 830,000 VND (giá gốc 1,090,000 VND).
Bạn tham khảo các sản phẩm sau nhé ạ:
<show sp>",,,-7.89994,22.89746,cho t xin giá nhé query knowledge base   attribute price  ,7,4,0,Cho t xin giá nhé,"Sản phẩm  BẢNG VẼ HOLLA 2 in 1  hiện shop đang có -<br> giá: 830,000 VND (giá gốc 1,090,000 VND).
Bạn tham-<br>",['attribute:price']
4.0,7,Làm bằng nhựa à ,query_knowledge_base,['material:bằng nhựa'],action_query_babe_kb,,"Dạ sản phẩm làm từ nhựa ạ
Bạn tham khảo các sản phẩm sau nhé ạ:
<show sp>",,,0.72284544,-6.9445224,làm bằng nhựa à  query knowledge base   material bằng nhựa  ,5,2,4,Làm bằng nhựa à ,"Dạ sản phẩm làm từ nhựa ạ
Bạn tham khảo các sản ph-<br>",['material:bằng nhựa']
7.0,8,Bộ holla vương miện giá tnao bạn,query_knowledge_base,"['brand:holla', 'attribute:price','type:vương miện']",action_query_babe_kb,,"Sản phẩm  COMBO HOLLA FULL PHIÊN BẢN 2020 MẪU VƯƠNG MIỆN  hiện shop đang có giá: 500,000 VND (giá gốc 500,000 VND).
Bạn tham khảo các sản phẩm sau nhé ạ:
<show sp>",,,-4.8872604,-15.061915,bộ holla vương miện giá tnao bạn query knowledge base   brand holla    attribute price   type vương miện  ,2,7,6,Bộ holla vương miện giá tnao bạn,"Sản phẩm  COMBO HOLLA FULL PHIÊN BẢN 2020 MẪU VƯƠN-<br> G MIỆN  hiện shop đang có giá: 500,000 VND (giá gố-<br> c 500,000 VND).
Bạn tham khảo các sản phẩm sau nhé-<br>","['brand:holla', 'attribute:price','type:vương miện-<br>"
7.0,8,Nước nào sản xuất ạ ?,query_knowledge_base,['attribute:origin'],action_query_babe_kb,,"Dạ COMBO HOLLA FULL PHIÊN BẢN 2020 MẪU VƯƠNG MIỆN có xuất xứ từ Trung Quốc ạ
(xuất xứ trong phần mô tả sp trên Shopee)",,,7.9947076,2.870329,nước nào sản xuất ạ   query knowledge base   attribute origin  ,5,2,4,Nước nào sản xuất ạ ?,"Dạ COMBO HOLLA FULL PHIÊN BẢN 2020 MẪU VƯƠNG MIỆN -<br> có xuất xứ từ Trung Quốc ạ
(xuất xứ trong phần mô -<br>",['attribute:origin']
7.0,8,ok shop,agree,,utter_agree,,"Dạ,vâng ạ",,,-24.763985,16.877283,ok shop agree nan,1,0,0,ok shop,"Dạ,vâng ạ",nan
8.0,9,bạn ơi,greet,,utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,-36.80959,-8.667393,bạn ơi greet nan,3,3,2,bạn ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",nan
8.0,9,cho mình hỏi,want_to_query,,utter_want_to_query,,"Dạ,vâng",,,-12.61534,21.522633,cho mình hỏi want to query nan,7,0,0,cho mình hỏi,"Dạ,vâng",nan
8.0,9,"mình muốn mua câu trượt cho bé thì m nên chọn loại nào sau đây ạ
bạn cho m xin gia sp nhe",query_knowledge_base,"['object_type:cau_truot', 'attribute:price']",query_knowledge_base,,(Bắt được ảnh gửi tiếp theo mới trả lời user),,,-5.5683694,-14.96449,mình muốn mua câu trượt cho bé thì m nên chọn loại nào sau đây ạ bạn cho m xin gia sp nhe query knowledge base   object type cau truot    attribute price  ,2,7,6,mình muốn mua câu trượt cho bé thì m nên chọn loại-<br>,(Bắt được ảnh gửi tiếp theo mới trả lời user),"['object_type:cau_truot', 'attribute:price']"
8.0,9,https://scontent.xx.fbcdn.net/v/t1.15752-9/93230357_869531593523363_508287694191722496_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=I8CWOIpt__8AX-L7EDQ&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=676159323610b77282663ad8853a2b01&oe=5EB58771,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93230357_869531593523363_508287694191722496_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=I8CWOIpt__8AX-L7EDQ&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=676159323610b77282663ad8853a2b01&oe=5EB58771']""]",action_handle_send_link_only,,"Sản phẩm  cầu trượt  hiện shop đang có giá: 500,000 VND (giá gốc 500,000 VND).
Bạn tham khảo các sản phẩm sau nhé ạ:
<show sp>",[{'object_type': 'cau_truot'],,29.518991,-15.448096, cau truot send link   url   https   scontent xx fbcdn net v t1 15752 9 93230357 869531593523363 508287694191722496 n jpg  nc cat 104  nc sid b96e70  nc ohc i8cwoipt  8ax l7edq  nc ad z m  nc cid 0  nc zor 9  nc ht scontent xx oh 676159323610b77282663ad8853a2b01 oe 5eb58771    ,6,1,1, cau_truot,"Sản phẩm  cầu trượt  hiện shop đang có giá: 500,00-<br> 0 VND (giá gốc 500,000 VND).
Bạn tham khảo các sả-<br>",url
9.0,10,Loại này bn vậy bạn,query_knowledge_base,"['mention:loại này', 'attribute:price']",action_query_babe_kb,,(Bắt được ảnh gửi tiếp theo mới trả lời user),,,-15.808438,19.339184,loại này bn vậy bạn query knowledge base   mention loại này    attribute price  ,1,0,0,Loại này bn vậy bạn,(Bắt được ảnh gửi tiếp theo mới trả lời user),"['mention:loại này', 'attribute:price']"
9.0,10,https://scontent.xx.fbcdn.net/v/t1.15752-9/93049946_266000034415184_8022889009304829952_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=6H5qmCrlsTMAX_UxJKR&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=56bc309e3fb8f432e5605d1e1fd4a8e2&oe=5EB6DC2D,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93049946_266000034415184_8022889009304829952_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=6H5qmCrlsTMAX_UxJKR&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=56bc309e3fb8f432e5605d1e1fd4a8e2&oe=5EB6DC2D']""]",action_query_babe_kb,,"Sản phẩm  BẢNG VẼ HOLLA 2 in 1  hiện shop đang có giá: 830,000 VND (giá gốc 1,090,000 VND).
Bạn tham khảo sản phẩm sau nhé ạ:
<show sp>","[{'object_type': 'bang_ve', 'product_id': '2293', 'product_name': 'BẢNG VẼ HOLLA 2 in 1', }]",,25.10796,-22.639652, bang ve send link   url   https   scontent xx fbcdn net v t1 15752 9 93049946 266000034415184 8022889009304829952 n jpg  nc cat 107  nc sid b96e70  nc ohc 6h5qmcrlstmax uxjkr  nc ad z m  nc cid 0  nc zor 9  nc ht scontent xx oh 56bc309e3fb8f432e5605d1e1fd4a8e2 oe 5eb6dc2d    ,0,6,1, bang_ve,"Sản phẩm  BẢNG VẼ HOLLA 2 in 1  hiện shop đang có -<br> giá: 830,000 VND (giá gốc 1,090,000 VND).
Bạn tham-<br>",url
9.0,10,Có những màu gì ạ ?,query_knowledge_base,['attribute:color'],action_query_babe_kb,,"Dạ, BẢNG VẼ HOLLA 2 in 1 hiện có các màu: Hồng, Xanh
<Show card tương ứng với các màu của sản phẩm>",,,-15.454527,19.504656,có những màu gì ạ   query knowledge base   attribute color  ,1,0,0,Có những màu gì ạ ?,"Dạ, BẢNG VẼ HOLLA 2 in 1 hiện có các màu: Hồng, Xa-<br>",['attribute:color']
9.0,10,"Để mình tham khảo thêm , có gì mình báo sớm",finish_conv,,action_finish_conv,,"Dạ,vâng ạ",,,7.8348413,1.4500113,để mình tham khảo thêm   có gì mình báo sớm finish conv nan,5,2,4,"Để mình tham khảo thêm , có gì mình báo sớm","Dạ,vâng ạ",nan
10.0,11,https://scontent.xx.fbcdn.net/v/t1.15752-9/92948814_645194249654417_7858679713655422976_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_ohc=wRI0MxBYCusAX8FbQ55&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fd554b026b9a9ba54d252a6b9a2a549b&oe=5EB53E67,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/92948814_645194249654417_7858679713655422976_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_ohc=wRI0MxBYCusAX8FbQ55&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fd554b026b9a9ba54d252a6b9a2a549b&oe=5EB53E67']""]",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,"[{'object_type': 'bang_ve', 'product_id': '2293', 'product_name': 'BẢNG VẼ HOLLA 2 in 1', }]",,22.724411,-27.062212, bang ve send link   url   https   scontent xx fbcdn net v t1 15752 9 92948814 645194249654417 7858679713655422976 n jpg  nc cat 105  nc sid b96e70  nc ohc wri0mxbycusax8fbq55  nc ad z m  nc cid 0  nc zor 9  nc ht scontent xx oh fd554b026b9a9ba54d252a6b9a2a549b oe 5eb53e67    ,0,6,1, bang_ve,Bạn đang tìm kiếm thông tin gì ạ?,url
10.0,11,Giá bnh shop,query_knowledge_base,['attribute:price'],action_query_babe_kb,,"Sản phẩm BẢNG VẼ HOLLA 2 in 1 hiện shop đang có giá: *830,000 VND (giá gốc 1,090,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",,,-8.638326,22.513443,giá bnh shop query knowledge base   attribute price  ,7,4,0,Giá bnh shop,"Sản phẩm BẢNG VẼ HOLLA 2 in 1 hiện shop đang có gi-<br> á: *830,000 VND (giá gốc 1,090,000 VND)*.
Bạn tha-<br>",['attribute:price']
10.0,11,https://scontent.xx.fbcdn.net/v/t1.15752-9/92577959_521713968748198_2028124277756133376_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=JJLk80vJ4PIAX8tj8Ac&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=d7d18f49b9b79de714940f80c57e49e5&oe=5EB732D7,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/92577959_521713968748198_2028124277756133376_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=JJLk80vJ4PIAX8tj8Ac&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=d7d18f49b9b79de714940f80c57e49e5&oe=5EB732D7']""]",action_handle_send_link_only,,"Sản phẩm NGỰA BẬP BÊNH HOLLA 2020 hiện shop đang có giá: *580,000 VND (giá gốc 800,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:","[{'object_type': 'ngua_bap_benh', 'product_id': '2250', 'product_name': 'NGỰA BẬP BÊNH HOLLA 2020', }]",,27.439093,-19.147429, ngua bap benh send link   url   https   scontent xx fbcdn net v t1 15752 9 92577959 521713968748198 2028124277756133376 n jpg  nc cat 110  nc sid b96e70  nc ohc jjlk80vj4piax8tj8ac  nc ad z m  nc cid 0  nc zor 9  nc ht scontent xx oh d7d18f49b9b79de714940f80c57e49e5 oe 5eb732d7    ,6,1,1, ngua_bap_benh,"Sản phẩm NGỰA BẬP BÊNH HOLLA 2020 hiện shop đang c-<br> ó giá: *580,000 VND (giá gốc 800,000 VND)*.
Bạn t-<br>",url
10.0,11,Ngựa này thì sao,query_knowledge_base,"['object_type:Ngựa',
'mention:này']",action_query_babe_kb,,"Dạ, sản phẩmNGỰA BẬP BÊNH HOLLA 2020hiện tại bên shop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!Dạ, sản phẩm Ngựa Bập Bệnh hiện tại bên shop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!",,,9.77549,12.155417,ngựa này thì sao query knowledge base   object type ngựa    mention này  ,4,4,7,Ngựa này thì sao,"Dạ, sản phẩmNGỰA BẬP BÊNH HOLLA 2020hiện tại bên s-<br> hop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩ-<br> m khác dành cho bé nhé!Dạ, sản phẩm Ngựa Bập Bệnh -<br> hiện tại bên shop đang tạm hết hàng ạ. Bạn tham kh-<br>","['object_type:Ngựa',
'mention:này']"
10.0,11,thank sh,thank,,utter_thank,,"Dạ, cảm ơn ạ!",,,-21.882904,17.979446,thank sh thank nan,1,0,0,thank sh,"Dạ, cảm ơn ạ!",nan
